Helység;jogállása;Megye ;megye székhely;Terület  (hektár);Lakó-népesség;Lakások száma
Molnári;község;Zala;Letenye;1286;713;269
Molnaszecsőd;község;Vas;Körmend;1170;418;179
Molvány;község;Baranya;Szigetvár;1376;191;80
Monaj;község;Borsod-Abaúj-Zemplén;Szikszó;1153;243;103
Monok;község;Borsod-Abaúj-Zemplén;Szerencs;4196;1631;799
Monor;város;Pest;Monor;4678;17853;6803
Monorierdő;község;Pest;Monor;1505;4081;1583
Mónosbél;község;Heves;Bélapátfalva;1378;358;145
Monostorapáti;község;Veszprém;Tapolca;2554;1129;486
Monostorpályi;község;Hajdú-Bihar;Derecske;4440;2136;956
Monoszló;község;Veszprém;Balatonfüred;746;107;60
Monyoród;község;Baranya;Bóly;712;158;92
Mór;város;Fejér;Mór;10859;14123;5700
Mórágy;község;Tolna;Bonyhád;1762;736;284
Mórahalom;város;Csongrád;Mórahalom;8311;5938;2712
Móricgát;község;Bács-Kiskun;Kiskunmajsa;3290;445;320
Mórichida;község;Győr-Moson-Sopron;Tét;3230;814;355
Mosdós;község;Somogy;Kaposvár;1695;931;339
Mosonmagyaróvár;város;Győr-Moson-Sopron;Mosonmagyaróvár;8378;32752;14281
Mosonszentmiklós;község;Győr-Moson-Sopron;Győr;3070;2341;952
Mosonszolnok;község;Győr-Moson-Sopron;Mosonmagyaróvár;4392;1715;584
Mosonudvar;község;Győr-Moson-Sopron;Mosonmagyaróvár;157;421;151
Mozsgó;község;Baranya;Szigetvár;2176;1005;338
Mőcsény;község;Tolna;Bonyhád;1215;381;137
Mucsfa;község;Tolna;Bonyhád;1275;363;148
Mucsi;község;Tolna;Tamási;2476;436;211
Múcsony;nagyközség;Borsod-Abaúj-Zemplén;Kazincbarcika;1755;3081;1208
Muhi;község;Borsod-Abaúj-Zemplén;Tiszaújváros;962;468;208
Murakeresztúr;község;Zala;Nagykanizsa;1172;1635;697
Murarátka;község;Zala;Letenye;1204;223;127
Muraszemenye;község;Zala;Letenye;1616;597;285
Murga;község;Tolna;Bonyhád;658;67;49
Murony;község;Békés;Békés;3568;1200;544
Nábrád;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1767;926;365
Nadap;község;Fejér;Gárdony;693;541;255
Nádasd;község;Vas;Körmend;3560;1308;547
Nádasdladány;község;Fejér;Székesfehérvár;2635;1728;632
Nádudvar;város;Hajdú-Bihar;Hajdúszoboszló;22577;8636;3743
Nágocs;község;Somogy;Tab;2225;687;257
Nagyacsád;község;Veszprém;Pápa;1395;600;255
Nagyalásony;község;Veszprém;Devecser;1401;456;212
Nagyar;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1599;677;278
Nagyatád;város;Somogy;Nagyatád;7060;10623;5006
Nagybajcs;község;Győr-Moson-Sopron;Győr;774;977;375
Nagybajom;város;Somogy;Kaposvár;10808;3288;1131
Nagybakónak;község;Zala;Nagykanizsa;1794;392;216
Nagybánhegyes;község;Békés;Mezőkovácsháza;4225;1224;789
Nagybaracska;község;Bács-Kiskun;Baja;3795;2289;1017
Nagybarca;község;Borsod-Abaúj-Zemplén;Kazincbarcika;1439;939;354
Nagybárkány;község;Nógrád;Salgótarján;884;689;239
Nagyberény;község;Somogy;Siófok;2314;1305;597
Nagyberki;község;Somogy;Kaposvár;2174;1457;518
Nagybörzsöny;község;Pest;Szob;5070;703;353
Nagybudmér;község;Baranya;Bóly;1022;174;83
Nagycenk;nagyközség;Győr-Moson-Sopron;Sopron;1946;2003;772
Nagycsány;község;Baranya;Sellye;565;151;52
Nagycsécs;község;Borsod-Abaúj-Zemplén;Tiszaújváros;983;799;286
Nagycsepely;község;Somogy;Siófok;1980;404;183
Nagycserkesz;község;Szabolcs-Szatmár-Bereg;Nyíregyháza;4150;1778;633
Nagydém;község;Veszprém;Pápa;1332;355;157
Nagydobos;község;Szabolcs-Szatmár-Bereg;Mátészalka;2693;2222;745
Nagydobsza;község;Baranya;Szigetvár;1324;621;227
Nagydorog;nagyközség;Tolna;Paks;4143;2576;1080
Nagyecsed;város;Szabolcs-Szatmár-Bereg;Mátészalka;4383;6327;2378
Nagyér;község;Csongrád;Makó;1227;512;258
Nagyesztergár;község;Veszprém;Zirc;1828;1156;400
Nagyfüged;község;Heves;Gyöngyös;2750;1615;712
Nagygeresd;község;Vas;Sárvár;940;284;142
Nagygörbő;község;Zala;Zalaszentgrót;745;159;102
Nagygyimót;község;Veszprém;Pápa;2343;552;247
Nagyhajmás;község;Baranya;Sásd;1801;314;143
Nagyhalász;város;Szabolcs-Szatmár-Bereg;Ibrány;4430;5676;1989
Nagyharsány;község;Baranya;Siklós;2601;1472;516
Nagyhegyes;község;Hajdú-Bihar;Hajdúszoboszló;13277;2714;1043
Nagyhódos;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;765;117;86
Nagyhuta;község;Borsod-Abaúj-Zemplén;Sátoraljaújhely;3504;67;40
Nagyigmánd;nagyközség;Komárom-Esztergom;Komárom;5137;2938;1172
Nagyiván;község;Jász-Nagykun-Szolnok;Tiszafüred;4313;1175;505
Nagykálló;város;Szabolcs-Szatmár-Bereg;Nagykálló;6856;9329;3638
Nagykamarás;község;Békés;Mezőkovácsháza;4310;1383;840
Nagykanizsa;megyei jogú város;Zala;Nagykanizsa;14840;48241;22453
Nagykapornak;község;Zala;Zalaegerszeg;2441;921;368
Nagykarácsony;község;Fejér;Dunaújváros;3045;1300;587
Nagykáta;város;Pest;Nagykáta;8157;12432;5085
Nagykereki;község;Hajdú-Bihar;Berettyóújfalu;3724;1375;503
Nagykeresztúr;község;Nógrád;Salgótarján;820;249;101
Nagykinizs;község;Borsod-Abaúj-Zemplén;Szikszó;657;331;127
Nagykónyi;község;Tolna;Tamási;4788;1099;519
Nagykorpád;község;Somogy;Nagyatád;3342;576;218
Nagykovácsi;nagyközség;Pest;Budakeszi;2767;7255;2627
Nagykozár;község;Baranya;Pécs;1146;1961;644
Nagykökényes;község;Heves;Hatvan;1729;589;262
Nagykölked;község;Vas;Körmend;978;142;69
Nagykőrös;város;Pest;Nagykőrös;22795;23694;10513
Nagykörű;község;Jász-Nagykun-Szolnok;Szolnok;4281;1589;906
Nagykutas;község;Zala;Zalaegerszeg;845;424;187
Nagylak;község;Csongrád;Makó;469;476;300
Nagylengyel;község;Zala;Zalaegerszeg;1024;482;205
Nagylóc;község;Nógrád;Szécsény;3912;1532;697
Nagylók;község;Fejér;Sárbogárd;3245;1040;461
Nagylózs;község;Győr-Moson-Sopron;Sopron;1924;1027;290
Nagymágocs;nagyközség;Csongrád;Szentes;7508;2985;1236
Nagymányok;város;Tolna;Bonyhád;1067;2275;919
Nagymaros;város;Pest;Szob;3432;4721;2018
Nagymizdó;község;Vas;Körmend;676;110;78
Nagynyárád;község;Baranya;Mohács;2434;724;323
Nagyoroszi;község;Nógrád;Rétság;4003;2118;838
Nagypáli;község;Zala;Zalaegerszeg;634;496;186
Nagypall;község;Baranya;Pécsvárad;713;363;154
Nagypeterd;község;Baranya;Szigetvár;1163;630;229
Nagypirit;község;Veszprém;Devecser;1016;250;158
Nagyrábé;nagyközség;Hajdú-Bihar;Püspökladány;8538;2136;937
Nagyrada;község;Zala;Nagykanizsa;1285;472;201
Nagyrákos;község;Vas;Körmend;1611;267;132
Nagyrécse;község;Zala;Nagykanizsa;2699;1077;397
Nagyréde;község;Heves;Gyöngyös;3433;3154;1249
Nagyrév;község;Jász-Nagykun-Szolnok;Kunszentmárton;2979;655;373
Nagyrozvágy;község;Borsod-Abaúj-Zemplén;Cigánd;2681;634;290
Nagysáp;község;Komárom-Esztergom;Esztergom;2478;1444;509
Nagysimonyi;község;Vas;Celldömölk;1567;970;425
Nagyszakácsi;község;Somogy;Marcali;2137;425;278
Nagyszékely;község;Tolna;Tamási;3670;417;227
Nagyszekeres;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1051;550;204
Nagyszénás;nagyközség;Békés;Orosháza;9556;4979;2307
Nagyszentjános;község;Győr-Moson-Sopron;Győr;3034;1791;624
Nagyszokoly;község;Tolna;Tamási;2799;905;420
Nagytálya;község;Heves;Eger;1319;851;362
Nagytarcsa;község;Pest;Gödöllő;1214;4090;1575
Nagytevel;község;Veszprém;Pápa;1441;518;216
Nagytilaj;község;Vas;Vasvár;1566;116;135
Nagytótfalu;község;Baranya;Siklós;1116;364;129
Nagytőke;község;Csongrád;Szentes;5468;410;224
Nagyút;község;Heves;Füzesabony;1894;668;337
Nagyvarsány;község;Szabolcs-Szatmár-Bereg;Vásárosnamény;1254;1454;548
Nagyváty;község;Baranya;Szigetvár;1267;358;129
Nagyvázsony;község;Veszprém;Veszprém;7628;1751;677
Nagyvejke;község;Tolna;Bonyhád;777;161;84
Nagyveleg;község;Fejér;Mór;1320;656;269
Nagyvenyim;község;Fejér;Dunaújváros;4365;4024;1516
Nagyvisnyó;község;Heves;Bélapátfalva;4302;913;510
Nak;község;Tolna;Dombóvár;2778;594;282
Napkor;község;Szabolcs-Szatmár-Bereg;Nyíregyháza;3735;3664;1338
Nárai;község;Vas;Szombathely;1599;1245;461
Narda;község;Vas;Szombathely;1035;468;194
Naszály;község;Komárom-Esztergom;Tata;3023;2297;872
Négyes;község;Borsod-Abaúj-Zemplén;Mezőkövesd;1733;235;223
Nekézseny;község;Borsod-Abaúj-Zemplén;Ózd;1410;752;338
Nemesapáti;község;Zala;Zalaegerszeg;1037;523;218
Nemesbikk;község;Borsod-Abaúj-Zemplén;Tiszaújváros;2410;954;368
Nemesborzova;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;221;106;44
Nemesbőd;község;Vas;Szombathely;914;623;252
Nemesbük;község;Zala;Keszthely;998;696;362
Nemescsó;község;Vas;Kőszeg;738;279;119
Nemesdéd;község;Somogy;Marcali;2660;741;314
Nemesgörzsöny;község;Veszprém;Pápa;1925;701;296
Nemesgulács;község;Veszprém;Tapolca;835;899;375
Nemeshany;község;Veszprém;Sümeg;1049;395;158
Nemeshetés;község;Zala;Zalaegerszeg;660;259;195
Nemeske;község;Baranya;Szigetvár;1058;224;106
Nemeskér;község;Győr-Moson-Sopron;Sopron;642;215;97
Nemeskeresztúr;község;Vas;Celldömölk;1217;274;170
Nemeskisfalud;község;Somogy;Marcali;282;179;44
Nemeskocs;község;Vas;Celldömölk;793;295;143
Nemeskolta;község;Vas;Szombathely;734;346;138
Nemesládony;község;Vas;Sárvár;567;143;96
Nemesmedves;község;Vas;Szentgotthárd;474;34;13
Nemesnádudvar;község;Bács-Kiskun;Baja;5878;1828;729
Nemesnép;község;Zala;Lenti;972;121;89
Nemespátró;község;Zala;Nagykanizsa;1225;274;163
Nemesrádó;község;Zala;Zalaegerszeg;1402;283;174
Nemesrempehollós;község;Vas;Körmend;1205;295;150
Nemessándorháza;község;Zala;Zalaegerszeg;1115;299;173
Nemesvámos;község;Veszprém;Veszprém;4078;2693;920
Nemesvid;község;Somogy;Marcali;1837;732;321
Nemesvita;község;Veszprém;Tapolca;925;317;195
Nemesszalók;község;Veszprém;Pápa;2056;888;359
Nemesszentandrás;község;Zala;Zalaegerszeg;546;263;132
Németbánya;község;Veszprém;Pápa;1219;94;82
Németfalu;község;Zala;Zalaegerszeg;866;181;71
Németkér;község;Tolna;Paks;6498;1719;747
Nemti;község;Nógrád;Bátonyterenye;1106;734;432
Neszmély;község;Komárom-Esztergom;Tata;2772;1269;565
Nézsa;község;Nógrád;Rétság;1867;1073;480
Nick;község;Vas;Sárvár;1140;481;229
Nikla;község;Somogy;Marcali;2335;696;322
Nógrád;község;Nógrád;Rétság;2953;1395;688
Nógrádkövesd;község;Nógrád;Balassagyarmat;880;687;298
Nógrádmarcal;község;Nógrád;Balassagyarmat;1994;498;203
Nógrádmegyer;község;Nógrád;Szécsény;2277;1676;578
Nógrádsáp;község;Nógrád;Rétság;1546;811;375
Nógrádsipek;község;Nógrád;Szécsény;2012;700;303
Nógrádszakál;község;Nógrád;Szécsény;1872;636;252
Nóráp;község;Veszprém;Pápa;758;207;97
Noszlop;község;Veszprém;Devecser;3405;939;407
Noszvaj;község;Heves;Eger;1884;1891;741
Nova;község;Zala;Lenti;3935;800;355
Novaj;község;Heves;Eger;1852;1332;562
Novajidrány;község;Borsod-Abaúj-Zemplén;Encs;1431;1419;450
Nőtincs;község;Nógrád;Rétság;2047;1038;512
Nyalka;község;Győr-Moson-Sopron;Pannonhalma;1286;442;198
Nyárád;község;Veszprém;Pápa;1979;926;357
Nyáregyháza;község;Pest;Monor;3212;3660;1470
Nyárlőrinc;község;Bács-Kiskun;Kecskemét;6636;2336;1021
Nyársapát;község;Pest;Nagykőrös;5404;1928;846
Nyékládháza;város;Borsod-Abaúj-Zemplén;Miskolc;2467;4876;1853
Nyergesújfalu;város;Komárom-Esztergom;Esztergom;3963;7402;3092
Nyésta;község;Borsod-Abaúj-Zemplén;Szikszó;689;40;35
Nyim;község;Somogy;Siófok;976;289;143
Nyírábrány;nagyközség;Hajdú-Bihar;Nyíradony;5559;3777;1505
Nyíracsád;község;Hajdú-Bihar;Nyíradony;7494;3800;1489
Nyirád;község;Veszprém;Ajka;6135;1895;752
Nyíradony;város;Hajdú-Bihar;Nyíradony;9654;7768;2764
Nyírbátor;város;Szabolcs-Szatmár-Bereg;Nyírbátor;6672;12259;4736
Nyírbéltek;nagyközség;Szabolcs-Szatmár-Bereg;Nyírbátor;6213;2949;1098
Nyírbogát;nagyközség;Szabolcs-Szatmár-Bereg;Nyírbátor;5535;3105;1272
Nyírbogdány;község;Szabolcs-Szatmár-Bereg;Kemecse;3502;2840;1018
Nyírcsaholy;község;Szabolcs-Szatmár-Bereg;Mátészalka;3433;2198;842
Nyírcsászári;község;Szabolcs-Szatmár-Bereg;Nyírbátor;1323;1185;428
Nyírderzs;község;Szabolcs-Szatmár-Bereg;Nyírbátor;1701;655;267
Nyíregyháza;megyeszékhely, megyei jogú város;Szabolcs-Szatmár-Bereg;Nyíregyháza;27453;118125;51702
Nyírgelse;község;Szabolcs-Szatmár-Bereg;Nyírbátor;2762;1112;496
Nyírgyulaj;község;Szabolcs-Szatmár-Bereg;Nyírbátor;3576;2047;776
Nyíri;község;Borsod-Abaúj-Zemplén;Sátoraljaújhely;1647;362;179
Nyíribrony;község;Szabolcs-Szatmár-Bereg;Baktalórántháza;2009;1104;428
Nyírjákó;község;Szabolcs-Szatmár-Bereg;Baktalórántháza;1034;873;363
Nyírkarász;község;Szabolcs-Szatmár-Bereg;Kisvárda;4140;2373;849
Nyírkáta;község;Szabolcs-Szatmár-Bereg;Mátészalka;3863;2009;666
Nyírkércs;község;Szabolcs-Szatmár-Bereg;Baktalórántháza;1428;804;310
Nyírlövő;község;Szabolcs-Szatmár-Bereg;Kisvárda;791;674;251
Nyírlugos;város;Szabolcs-Szatmár-Bereg;Nyírbátor;5834;2699;1211
Nyírmada;város;Szabolcs-Szatmár-Bereg;Vásárosnamény;3881;4890;1565
Nyírmártonfalva;község;Hajdú-Bihar;Nyíradony;5745;2034;811
Nyírmeggyes;község;Szabolcs-Szatmár-Bereg;Mátészalka;2880;2610;1038
Nyírmihálydi;község;Szabolcs-Szatmár-Bereg;Nyírbátor;2547;2255;651
Nyírparasznya;község;Szabolcs-Szatmár-Bereg;Mátészalka;1476;986;328
Nyírpazony;község;Szabolcs-Szatmár-Bereg;Nyíregyháza;1505;3338;1274
Nyírpilis;község;Szabolcs-Szatmár-Bereg;Nyírbátor;1634;880;224
Nyírtass;község;Szabolcs-Szatmár-Bereg;Kisvárda;3793;2021;798
Nyírtelek;város;Szabolcs-Szatmár-Bereg;Nyíregyháza;6792;6555;2522
Nyírtét;község;Szabolcs-Szatmár-Bereg;Kemecse;1718;1044;368
Nyírtura;község;Szabolcs-Szatmár-Bereg;Nyíregyháza;2149;1759;676
Nyírvasvári;község;Szabolcs-Szatmár-Bereg;Nyírbátor;2841;1964;744
Nyomár;község;Borsod-Abaúj-Zemplén;Edelény;1047;308;131
Nyőgér;község;Vas;Sárvár;1073;325;171
Nyugotszenterzsébet;község;Baranya;Szigetvár;923;261;87
Nyúl;község;Győr-Moson-Sopron;Győr;2514;4307;1619
Óbánya;község;Baranya;Pécsvárad;749;120;50
Óbarok;község;Fejér;Bicske;1926;754;322
Óbudavár;község;Veszprém;Balatonfüred;323;54;30
Ócsa;város;Pest;Gyál;8162;9256;3484
Ócsárd;község;Baranya;Pécs;1266;386;140
Ófalu;község;Baranya;Pécsvárad;985;316;129
Ófehértó;község;Szabolcs-Szatmár-Bereg;Baktalórántháza;4317;2551;1001
Óföldeák;község;Csongrád;Makó;3509;461;182
Óhíd;község;Zala;Zalaszentgrót;1247;595;243
Okány;község;Békés;Sarkad;7062;2563;1178
Okorág;község;Baranya;Sellye;1185;162;80
Okorvölgy;község;Baranya;Szentlőrinc;311;72;37
Olasz;község;Baranya;Bóly;1029;593;247
Olaszfa;község;Vas;Vasvár;1653;370;256
Olaszfalu;község;Veszprém;Zirc;4279;1033;399
Olaszliszka;község;Borsod-Abaúj-Zemplén;Sárospatak;3948;1684;721
Olcsva;község;Szabolcs-Szatmár-Bereg;Vásárosnamény;996;695;257
Olcsvaapáti;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1092;306;152
Old;község;Baranya;Siklós;1407;345;144
Ólmod;község;Vas;Kőszeg;366;107;55
Oltárc;község;Zala;Letenye;2953;274;125
Onga;város;Borsod-Abaúj-Zemplén;Miskolc;3148;4746;1583
Ónod;község;Borsod-Abaúj-Zemplén;Miskolc;1774;2340;808
Ópályi;község;Szabolcs-Szatmár-Bereg;Mátészalka;2672;3004;914
Ópusztaszer;község;Csongrád;Kistelek;5950;2208;896
Orbányosfa;község;Zala;Zalaegerszeg;568;122;58
Orci;község;Somogy;Kaposvár;997;559;196
Ordacsehi;község;Somogy;Fonyód;2256;766;369
Ordas;község;Bács-Kiskun;Kalocsa;1652;423;252
Orfalu;község;Vas;Szentgotthárd;694;71;30
Orfű;község;Baranya;Pécs;3215;1037;450
Orgovány;község;Bács-Kiskun;Kecskemét;9916;3368;1653
Ormándlak;község;Zala;Zalaegerszeg;575;111;54
Ormosbánya;község;Borsod-Abaúj-Zemplén;Kazincbarcika;754;1630;677
Orosháza;város;Békés;Orosháza;20222;28356;14049
Oroszi;község;Veszprém;Devecser;474;134;86
Oroszlány;város;Komárom-Esztergom;Oroszlány;7586;18068;7948
Oroszló;község;Baranya;Komló;612;269;119
Orosztony;község;Zala;Nagykanizsa;1845;411;219
Ortaháza;község;Zala;Lenti;703;110;54
Osli;község;Győr-Moson-Sopron;Kapuvár;1880;875;382
Ostffyasszonyfa;község;Vas;Celldömölk;3431;776;383
Ostoros;község;Heves;Eger;2352;2577;1003
Oszkó;község;Vas;Vasvár;2031;637;300
Oszlár;község;Borsod-Abaúj-Zemplén;Tiszaújváros;571;357;185
Osztopán;község;Somogy;Kaposvár;2282;864;338
Ózd;város;Borsod-Abaúj-Zemplén;Ózd;9177;33493;14496
Ózdfalu;község;Baranya;Sellye;800;160;68
Ozmánbük;község;Zala;Zalaegerszeg;669;198;90
Ozora;község;Tolna;Tamási;5958;1605;711
Öcs;község;Veszprém;Ajka;1370;187;105
Őcsény;község;Tolna;Szekszárd;7258;2359;944
Öcsöd;nagyközség;Jász-Nagykun-Szolnok;Kunszentmárton;10366;3290;1639
Ököritófülpös;nagyközség;Szabolcs-Szatmár-Bereg;Mátészalka;3340;1821;665
Ölbő;község;Vas;Sárvár;2353;737;305
Ömböly;község;Szabolcs-Szatmár-Bereg;Nyírbátor;3034;452;199
Őr;község;Szabolcs-Szatmár-Bereg;Mátészalka;1778;1422;534
Őrbottyán;város;Pest;Vác;2735;7073;2673
Öregcsertő;község;Bács-Kiskun;Kalocsa;4302;760;401
Öreglak;község;Somogy;Fonyód;2072;1537;554
Őrhalom;község;Nógrád;Balassagyarmat;1746;967;402
Őrimagyarósd;község;Vas;Körmend;1229;220;119
Őriszentpéter;város;Vas;Körmend;3357;1160;523
Örkény;város;Pest;Dabas;3644;4810;1780
Örményes;község;Jász-Nagykun-Szolnok;Törökszentmiklós;3413;1007;461
Örménykút;község;Békés;Szarvas;5456;362;215
Őrtilos;község;Somogy;Csurgó;2112;460;327
Örvényes;község;Veszprém;Balatonfüred;446;136;86
Ősagárd;község;Nógrád;Rétság;1092;296;157
Ősi;község;Veszprém;Várpalota;3586;1992;758
Öskü;község;Veszprém;Várpalota;4830;2211;826
Öttevény;község;Győr-Moson-Sopron;Győr;2366;3022;1077
Öttömös;község;Csongrád;Mórahalom;3092;714;397
Ötvöskónyi;község;Somogy;Nagyatád;2771;904;298
Pácin;község;Borsod-Abaúj-Zemplén;Cigánd;3393;1395;595
Pacsa;város;Zala;Zalaegerszeg;2271;1630;691
Pácsony;község;Vas;Vasvár;1001;293;130
Padár;község;Zala;Zalaegerszeg;1068;120;76
Páhi;község;Bács-Kiskun;Kiskőrös;3896;1227;667
Páka;község;Zala;Lenti;2318;1140;529
Pakod;község;Zala;Zalaszentgrót;1255;869;358
Pákozd;nagyközség;Fejér;Gárdony;4332;3057;1165
Paks;város;Tolna;Paks;15408;19305;8369
Palé;község;Baranya;Sásd;215;91;37
Pálfa;község;Tolna;Paks;3475;1561;662
Pálfiszeg;község;Zala;Zalaegerszeg;559;165;65
Pálháza;város;Borsod-Abaúj-Zemplén;Sátoraljaújhely;675;1060;418
Páli;község;Győr-Moson-Sopron;Csorna;1956;418;213
Palkonya;község;Baranya;Siklós;1000;282;125
Pálmajor;község;Somogy;Kaposvár;624;349;93
Pálmonostora;község;Bács-Kiskun;Kiskunfélegyháza;5328;1801;1094
Pálosvörösmart;község;Heves;Gyöngyös;584;642;278
Palotabozsok;község;Baranya;Mohács;2019;870;402
Palotás;község;Nógrád;Pásztó;1707;1588;672
Paloznak;község;Veszprém;Balatonfüred;880;428;227
Pamlény;község;Borsod-Abaúj-Zemplén;Szikszó;1240;41;40
Pamuk;község;Somogy;Fonyód;1196;257;126
Pánd;község;Pest;Monor;2220;1961;727
Pankasz;község;Vas;Körmend;927;445;179
Pannonhalma;város;Győr-Moson-Sopron;Pannonhalma;2958;3960;1305
Pányok;község;Borsod-Abaúj-Zemplén;Gönc;846;59;78
Panyola;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1219;606;287
Pap;község;Szabolcs-Szatmár-Bereg;Kisvárda;1714;1805;635
Pápa;város;Veszprém;Pápa;9161;31190;13730
Pápadereske;község;Veszprém;Pápa;575;272;106
Pápakovácsi;község;Veszprém;Pápa;1392;582;192
Pápasalamon;község;Veszprém;Pápa;1395;357;169
Pápateszér;község;Veszprém;Pápa;3074;1168;470
Papkeszi;község;Veszprém;Balatonalmádi;2239;1503;552
Pápoc;község;Vas;Celldömölk;3132;272;290
Papos;község;Szabolcs-Szatmár-Bereg;Mátészalka;1067;829;322
Páprád;község;Baranya;Sellye;1212;147;76
Parád;nagyközség;Heves;Pétervására;3720;2046;1014
Parádsasvár;község;Heves;Pétervására;1694;371;221
Parasznya;község;Borsod-Abaúj-Zemplén;Miskolc;1676;1128;439
Pári;község;Tolna;Tamási;1305;622;278
Paszab;község;Szabolcs-Szatmár-Bereg;Ibrány;1296;1232;405
Pásztó;város;Nógrád;Pásztó;7260;9312;4110
Pásztori;község;Győr-Moson-Sopron;Csorna;851;378;117
Pat;község;Zala;Nagykanizsa;832;182;129
Patak;község;Nógrád;Balassagyarmat;1615;898;420
Patalom;község;Somogy;Kaposvár;668;327;93
Patapoklosi;község;Baranya;Szigetvár;1266;359;119
Patca;község;Somogy;Kaposvár;496;60;37
Pátka;község;Fejér;Székesfehérvár;4038;1662;691
Patosfa;község;Somogy;Barcs;1508;231;136
Pátroha;község;Szabolcs-Szatmár-Bereg;Kisvárda;3922;2927;1017
Patvarc;község;Nógrád;Balassagyarmat;784;680;283
Páty;község;Pest;Budakeszi;3930;7075;2469
Pátyod;község;Szabolcs-Szatmár-Bereg;Csenger;909;663;286
Pázmánd;község;Fejér;Gárdony;2714;2157;911
Pázmándfalu;község;Győr-Moson-Sopron;Pannonhalma;1939;1010;424
Pécel;város;Pest;Gödöllő;4362;15358;5556
Pecöl;község;Vas;Sárvár;1731;804;306
Pécs;megyeszékhely, megyei jogú város;Baranya;Pécs;16277;145985;72450
Pécsbagota;község;Baranya;Szentlőrinc;607;99;44
Pécsdevecser;község;Baranya;Siklós;474;112;48
Pécsely;község;Veszprém;Balatonfüred;2000;538;221
Pécsudvard;község;Baranya;Pécs;843;759;280
Pécsvárad;város;Baranya;Pécsvárad;3603;4026;1523
Pellérd;község;Baranya;Pécs;2093;2272;738
Pély;község;Heves;Heves;9034;1359;663
Penc;község;Pest;Vác;2134;1524;538
Penészlek;község;Szabolcs-Szatmár-Bereg;Nyírbátor;3690;1037;484
Pénzesgyőr;község;Veszprém;Zirc;1765;337;143
Penyige;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1886;712;281
Pér;község;Győr-Moson-Sopron;Győr;3148;2373;974
Perbál;község;Pest;Budakeszi;2566;2030;718
Pere;község;Borsod-Abaúj-Zemplén;Gönc;953;340;161
Perecse;község;Borsod-Abaúj-Zemplén;Encs;1254;27;34
Pereked;község;Baranya;Pécs;674;148;75
Perenye;község;Vas;Szombathely;1622;643;233
Peresznye;község;Vas;Kőszeg;1073;826;199
Pereszteg;község;Győr-Moson-Sopron;Sopron;2256;1449;528
Perkáta;nagyközség;Fejér;Dunaújváros;7450;3876;1554
Perkupa;község;Borsod-Abaúj-Zemplén;Edelény;1940;812;366
Perőcsény;község;Pest;Szob;4136;291;202
Peterd;község;Baranya;Siklós;1060;196;93
Péterhida;község;Somogy;Barcs;1162;147;103
Péteri;község;Pest;Monor;1189;2183;827
Pétervására;város;Heves;Pétervására;3387;2172;908
Pétfürdő;nagyközség;Veszprém;Várpalota;1732;4745;1953
Pethőhenye;község;Zala;Zalaegerszeg;887;424;183
Petneháza;község;Szabolcs-Szatmár-Bereg;Baktalórántháza;2420;1732;676
Petőfibánya;község;Heves;Hatvan;1110;2584;1370
Petőfiszállás;község;Bács-Kiskun;Kiskunfélegyháza;6779;1453;779
Petőháza;község;Győr-Moson-Sopron;Sopron;264;1036;430
Petőmihályfa;község;Vas;Vasvár;995;209;104
Petrikeresztúr;község;Zala;Zalaegerszeg;877;365;179
Petrivente;község;Zala;Letenye;765;338;132
Pettend;község;Baranya;Szigetvár;597;153;49
Piliny;község;Nógrád;Szécsény;1604;602;280
Pilis;város;Pest;Monor;4735;11489;4525
Pilisborosjenő;község;Pest;Pilisvörösvár;925;3571;1332
Piliscsaba;város;Pest;Pilisvörösvár;2555;8053;2891
Piliscsév;község;Komárom-Esztergom;Esztergom;2491;2338;919
Pilisjászfalu;község;Pest;Pilisvörösvár;696;1563;518
Pilismarót;község;Komárom-Esztergom;Esztergom;4459;1975;763
Pilisvörösvár;város;Pest;Pilisvörösvár;2429;13895;4912
Pilisszántó;község;Pest;Pilisvörösvár;1594;2881;1451
Pilisszentiván;község;Pest;Pilisvörösvár;812;4174;1614
Pilisszentkereszt;község;Pest;Szentendre;1721;2127;838
Pilisszentlászló;község;Pest;Szentendre;1775;1156;466
Pincehely;nagyközség;Tolna;Tamási;5008;2211;1050
Pinkamindszent;község;Vas;Körmend;1101;156;112
Pinnye;község;Győr-Moson-Sopron;Sopron;864;321;144
Piricse;község;Szabolcs-Szatmár-Bereg;Nyírbátor;3697;1834;619
Pirtó;község;Bács-Kiskun;Kiskunhalas;3444;926;416
Piskó;község;Baranya;Sellye;1155;243;83
Pitvaros;község;Csongrád;Makó;1313;1392;658
Pócsa;község;Baranya;Bóly;805;171;65
Pocsaj;nagyközség;Hajdú-Bihar;Derecske;4952;2642;997
Pócsmegyer;község;Pest;Szentendre;1308;2021;862
